codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista
77603,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,21/08/2017,04:09:00,0,1,NÃO
77602,ACIDENTE,MANAUS,AM,SWFN,22/08/2017,21:30:00,1,1,SIM
77594,INCIDENTE,UBERLÂNDIA,MG,SBUL,27/08/2017,20:40:00,0,1,NÃO
77595,INCIDENTE GRAVE,VILA VELHA,ES,****,27/08/2017,19:00:00,0,1,NÃO
77586,INCIDENTE,SÃO PAULO,SP,SBMT,29/08/2017,13:30:00,0,1,SIM
77587,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,29/08/2017,12:49:00,0,1,NÃO
77580,INCIDENTE,LENÇÓIS,BA,SBLE,31/08/2017,13:10:00,0,1,NÃO
77581,INCIDENTE GRAVE,MONTES CLAROS,MG,****,31/08/2017,20:15:00,0,1,NÃO
78822,INCIDENTE,RECIFE,PE,SBRF,01/09/2017,19:25:00,0,1,NÃO
77575,INCIDENTE,JUARA,MT,****,02/09/2017,09:50:00,0,1,NÃO
77576,ACIDENTE,SÃO FRANCISCO DE SALES,MG,****,02/09/2017,18:30:00,0,1,NÃO
77571,INCIDENTE,GOIÂNIA,GO,SBGO,03/09/2017,11:20:00,0,1,NÃO
77572,ACIDENTE,ITAÍ,SP,SDEE,03/09/2017,20:00:00,0,1,NÃO
77573,INCIDENTE,GOIÂNIA,GO,SBGO,03/09/2017,16:00:00,0,1,NÃO
77568,INCIDENTE GRAVE,PEDRALVA,MG,****,05/09/2017,19:00:00,0,1,NÃO
77569,INCIDENTE,ARAPONGAS,PR,****,05/09/2017,14:17:00,0,1,NÃO
77562,ACIDENTE,PERDIZES,MG,****,06/09/2017,09:50:00,0,1,NÃO
77565,INCIDENTE GRAVE,VÁRZEA GRANDE,MT,SBCY,06/09/2017,17:46:00,0,1,SIM
77553,INCIDENTE,BELO HORIZONTE,MG,SBBH,07/09/2017,15:46:00,0,1,NÃO
77554,ACIDENTE,SANTARÉM,PA,****,07/09/2017,19:40:00,1,1,NÃO
77556,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,07/09/2017,20:01:00,0,1,NÃO
77544,ACIDENTE,SÃO SEBASTIÃO DA BOA VISTA,PA,****,08/09/2017,13:00:00,2,1,NÃO
77550,INCIDENTE,LONDRINA,PR,****,08/09/2017,19:05:00,0,1,NÃO
77552,INCIDENTE,MARITUBA,PA,SNYP,08/09/2017,14:30:00,0,1,NÃO
77542,ACIDENTE,PETROLINA,PE,SBPL,09/09/2017,13:56:00,0,1,NÃO
77535,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,11/09/2017,13:00:00,0,1,NÃO
77536,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,11/09/2017,13:05:00,0,1,NÃO
77537,INCIDENTE,JOINVILLE,SC,SBJV,11/09/2017,20:03:00,0,1,NÃO
77521,INCIDENTE GRAVE,CATALÃO,GO,SWKT,15/09/2017,16:00:00,0,1,SIM
77522,ACIDENTE,CARACARAÍ,RR,****,15/09/2017,15:00:00,0,1,NÃO
77524,INCIDENTE,LONDRINA,PR,SBLO,15/09/2017,21:30:00,0,1,NÃO
77515,INCIDENTE,GUARULHOS,SP,SBGR,17/09/2017,23:21:00,0,1,NÃO
77513,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,18/09/2017,04:00:00,0,1,NÃO
77510,INCIDENTE,BELO HORIZONTE,MG,SBBH,19/09/2017,17:09:00,0,1,NÃO
77504,INCIDENTE,BELO HORIZONTE,MG,SBPR,20/09/2017,17:40:00,0,1,NÃO
77505,ACIDENTE,NOVO HAMBURGO,RS,SSNH,20/09/2017,14:15:00,1,1,SIM
77507,INCIDENTE,CURITIBA,PR,SBBI,20/09/2017,17:28:00,0,1,NÃO
77500,ACIDENTE,SANTO ANTÔNIO DO LEVERGER,MT,SWLV,21/09/2017,10:20:00,0,1,SIM
77501,INCIDENTE,GUARULHOS,SP,SBGR,21/09/2017,22:00:00,0,1,NÃO
77502,INCIDENTE GRAVE,MUCURI,BA,SNMU,21/09/2017,18:40:00,3,1,SIM
77503,INCIDENTE,PATOS DE MINAS,MG,SNPD,21/09/2017,21:20:00,0,1,NÃO
77498,INCIDENTE,SÃO PAULO,SP,SIBH,22/09/2017,20:10:00,0,2,NÃO
77495,ACIDENTE,FEIJÓ,AC,****,23/09/2017,16:00:00,3,1,NÃO
77492,INCIDENTE,VITÓRIA,ES,SBVT,24/09/2017,17:07:00,0,1,NÃO
77494,INCIDENTE,ARARAQUARA,SP,SBAQ,24/09/2017,12:40:00,0,1,NÃO
77487,ACIDENTE,CURITIBA,PR,SBBI,26/09/2017,19:01:00,3,1,NÃO
77483,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,27/09/2017,21:00:00,0,1,NÃO
77474,ACIDENTE,SÃO LUÍS DE MONTES BELOS,GO,****,30/09/2017,16:15:00,1,1,NÃO
77475,ACIDENTE,BELTERRA,PA,****,30/09/2017,13:00:00,0,1,NÃO
77470,ACIDENTE,FORMOSA,GO,SWFR,01/10/2017,13:30:00,1,1,SIM
77454,ACIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,07/10/2017,11:25:00,1,1,NÃO
77452,ACIDENTE,SÃO JOSÉ DO RIO PRETO,SP,****,09/10/2017,15:25:00,0,1,NÃO
77450,ACIDENTE,LUCAS DO RIO VERDE,MT,SWSL,10/10/2017,11:30:00,0,1,NÃO
77446,INCIDENTE,SÃO PAULO,SP,SBSP,11/10/2017,13:20:00,0,1,NÃO
77447,ACIDENTE,ITAITUBA,PA,****,11/10/2017,16:00:00,0,1,NÃO
77449,INCIDENTE,LONDRINA,PR,SBLO,11/10/2017,16:37:00,0,1,NÃO
77437,INCIDENTE,PORTO SEGURO,BA,SBPS,12/10/2017,14:20:00,0,1,NÃO
77438,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,12/10/2017,11:40:00,1,1,NÃO
77439,ACIDENTE,CAMPINAS,SP,SDAM,12/10/2017,19:00:00,0,1,NÃO
77441,ACIDENTE,ATIBAIA,SP,SDTB,12/10/2017,15:40:00,1,1,SIM
77431,INCIDENTE GRAVE,MARINGÁ,PR,SBMG,15/10/2017,17:30:00,2,1,SIM
77429,ACIDENTE,BONFIM,RR,****,16/10/2017,11:40:00,0,1,NÃO
77424,ACIDENTE,NOVO AIRÃO,AM,****,17/10/2017,15:40:00,0,1,NÃO
77421,INCIDENTE,BELO HORIZONTE,MG,SBBH,18/10/2017,17:40:00,0,1,NÃO
77413,ACIDENTE,PONTA PORÃ,MS,SWGC,20/10/2017,18:45:00,0,1,SIM
77414,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,20/10/2017,07:00:00,0,1,NÃO
77410,ACIDENTE,RIO NEGRINHO,SC,****,21/10/2017,19:45:00,0,1,NÃO
77407,ACIDENTE,ITAITUBA,PA,SBIH,22/10/2017,21:05:00,4,1,NÃO
77402,INCIDENTE,BELO HORIZONTE,MG,SBBH,23/10/2017,11:30:00,0,1,NÃO
77404,INCIDENTE GRAVE,PORTO ALEGRE,RS,****,23/10/2017,20:00:00,0,1,NÃO
77398,ACIDENTE,ALTAMIRA,PA,****,24/10/2017,12:30:00,0,1,NÃO
77399,INCIDENTE,LONDRINA,PR,SBLO,24/10/2017,19:24:00,0,1,NÃO
77401,INCIDENTE,LONDRINA,PR,SSOK,24/10/2017,16:50:00,0,1,NÃO
77394,INCIDENTE,ENTRE-IJUÍS,RS,****,26/10/2017,19:00:00,0,1,NÃO
77395,INCIDENTE,RIO DE JANEIRO,RJ,****,26/10/2017,11:50:00,0,1,NÃO
77391,ACIDENTE,ALTO PARAÍSO DE GOIÁS,GO,SDXF,28/10/2017,11:55:00,3,1,SIM
77386,ACIDENTE,BARÃO,RS,****,29/10/2017,11:00:00,0,1,NÃO
77388,INCIDENTE,SÃO PAULO,SP,SBMT,29/10/2017,18:25:00,0,1,NÃO
77377,INCIDENTE,VITÓRIA,ES,SBVT,31/10/2017,21:18:00,0,1,NÃO
77378,INCIDENTE GRAVE,JUIZ DE FORA,MG,SBJF,31/10/2017,20:43:00,0,1,SIM
77371,ACIDENTE,CANUTAMA,AM,SDKH,02/11/2017,19:30:00,1,1,SIM
77375,INCIDENTE GRAVE,MOSTARDAS,RS,****,02/11/2017,19:30:00,0,1,NÃO
77368,INCIDENTE,MARINGÁ,PR,SBMG,05/11/2017,16:38:00,0,1,NÃO
77364,INCIDENTE,MONTES CLAROS,MG,SBMK,06/11/2017,19:10:00,0,1,NÃO
77360,ACIDENTE,BOA VISTA DA APARECIDA,PR,****,07/11/2017,21:35:00,0,1,NÃO
77357,INCIDENTE,SALVADOR,BA,SBSV,09/11/2017,14:15:00,0,1,NÃO
77353,ACIDENTE,ORÓS,CE,****,10/11/2017,15:43:00,2,1,NÃO
77354,ACIDENTE,GOIÁS,GO,****,10/11/2017,16:27:00,1,1,NÃO
77345,ACIDENTE,IGARASSU,PE,****,11/11/2017,12:50:00,0,1,NÃO
77348,INCIDENTE,RIO BRANCO,AC,SBRB,11/11/2017,05:16:00,0,1,NÃO
77349,ACIDENTE,JI-PARANÁ,RO,SBJI,11/11/2017,20:40:00,0,1,NÃO
77351,ACIDENTE,RESTINGA SECA,RS,****,11/11/2017,00:00:00,0,1,SIM
77352,INCIDENTE,MONTES CLAROS,MG,SBMK,11/11/2017,16:48:00,0,1,NÃO
77337,INCIDENTE GRAVE,JOÃO PESSOA,PB,SNJO,13/11/2017,13:40:00,0,1,NÃO
77338,INCIDENTE,FLORESTÓPOLIS,PR,****,13/11/2017,09:58:00,0,1,NÃO
77333,ACIDENTE,ITÁPOLIS,SP,****,14/11/2017,21:15:00,0,1,NÃO
77329,INCIDENTE,SÃO PAULO,SP,SBMT,15/11/2017,21:15:00,0,1,NÃO
77331,INCIDENTE GRAVE,NOVA XAVANTINA,MT,****,15/11/2017,12:30:00,0,1,NÃO
77327,INCIDENTE,BOM JESUS,RN,****,16/11/2017,17:30:00,0,1,NÃO
77324,ACIDENTE,SANTARÉM,PA,SNCJ,17/11/2017,17:15:00,0,1,SIM
77320,INCIDENTE GRAVE,FOZ DO IGUAÇU,PR,SBFI,18/11/2017,02:47:00,3,1,SIM
77322,ACIDENTE,ARANDU,SP,****,18/11/2017,17:00:00,0,1,NÃO
77323,INCIDENTE,VITÓRIA,ES,SBVT,18/11/2017,21:59:00,0,1,NÃO
77314,INCIDENTE,RIO DE JANEIRO,RJ,****,19/11/2017,09:42:00,0,1,NÃO
77315,INCIDENTE,RIO DE JANEIRO,RJ,****,19/11/2017,11:15:00,0,1,NÃO
77316,ACIDENTE,SÃO PAULO,SP,SBMT,19/11/2017,12:10:00,1,1,SIM
77312,INCIDENTE,CARATINGA,MG,SNCT,20/11/2017,18:30:00,0,1,NÃO
77311,INCIDENTE,TABATINGA,AM,SBTT,21/11/2017,19:30:00,0,1,NÃO
77306,ACIDENTE,ITAITUBA,PA,****,23/11/2017,20:50:00,0,1,NÃO
77307,INCIDENTE,PORTO ALEGRE,RS,SBPA,23/11/2017,23:00:00,0,1,NÃO
77304,ACIDENTE,ARARI,MA,****,24/11/2017,09:40:00,2,1,NÃO
77301,ACIDENTE,UBARANA,SP,SDTO,25/11/2017,11:30:00,1,1,SIM
77303,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,25/11/2017,06:55:00,0,1,NÃO
77297,INCIDENTE GRAVE,CORRENTINA,BA,****,26/11/2017,10:00:00,0,1,SIM
77298,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,26/11/2017,23:40:00,0,1,NÃO
77299,ACIDENTE,SÃO DESIDÉRIO,BA,****,26/11/2017,12:30:00,0,1,NÃO
77294,INCIDENTE,SÃO PAULO,SP,SBSP,27/11/2017,18:40:00,0,1,NÃO
77296,INCIDENTE,LONDRINA,PR,SBLO,27/11/2017,13:30:00,0,1,NÃO
77288,INCIDENTE,CURITIBA,PR,SBBI,28/11/2017,15:30:00,0,1,NÃO
77289,INCIDENTE,VITÓRIA DA CONQUISTA,BA,SBQV,28/11/2017,00:00:00,0,1,NÃO
77285,INCIDENTE,PORTO ALEGRE,RS,SBPA,29/11/2017,21:35:00,0,1,NÃO
77276,INCIDENTE GRAVE,BRASÍLIA,DF,SBBR,30/11/2017,08:40:00,0,1,NÃO
77277,INCIDENTE GRAVE,PARÁ DE MINAS,MG,SNPA,30/11/2017,12:30:00,0,1,NÃO
77278,ACIDENTE,MARINGÁ,PR,SBMG,30/11/2017,18:24:00,1,1,NÃO
77281,INCIDENTE GRAVE,SÃO PAULO,SP,****,30/11/2017,21:33:00,0,2,NÃO
77264,ACIDENTE,PIRACICABA,SP,SDPW,03/12/2017,15:00:00,0,1,NÃO
77265,ACIDENTE,TELÊMACO BORBA,PR,****,03/12/2017,19:25:00,1,1,NÃO
77267,ACIDENTE,ELDORADO,MS,SJFM,03/12/2017,20:45:00,0,1,SIM
77271,ACIDENTE,TUCUMÃ,PA,****,03/12/2017,11:20:00,3,1,SIM
77258,INCIDENTE,BELO HORIZONTE,MG,****,06/12/2017,17:34:00,0,1,NÃO
77259,ACIDENTE,NAVEGANTES,SC,SBNF,06/12/2017,11:53:00,1,1,NÃO
77256,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,07/12/2017,16:40:00,0,1,NÃO
77257,INCIDENTE,FORTALEZA,CE,SBFZ,07/12/2017,17:10:00,0,1,NÃO
77255,ACIDENTE,SÃO FÉLIX DO XINGU,PA,****,08/12/2017,13:30:00,0,1,NÃO
77248,INCIDENTE GRAVE,GOIÂNIA,GO,SBGO,09/12/2017,09:30:00,1,1,NÃO
77249,INCIDENTE GRAVE,ERECHIM,RS,SSER,09/12/2017,13:18:00,0,1,SIM
77250,INCIDENTE,BARREIRAS,BA,SNDH,09/12/2017,17:30:00,0,1,NÃO
77251,ACIDENTE,BAEPENDI,MG,****,09/12/2017,11:15:00,0,1,NÃO
77252,ACIDENTE,NOVA BANDEIRANTES,MT,****,09/12/2017,13:30:00,0,1,NÃO
77245,INCIDENTE,SÃO PAULO,SP,SBMT,10/12/2017,11:52:00,0,1,NÃO
77247,INCIDENTE,SÃO PAULO,SP,SBSP,10/12/2017,13:30:00,0,1,NÃO
77244,INCIDENTE GRAVE,CAMPINAS,SP,SDAM,11/12/2017,16:25:00,0,1,NÃO
77239,INCIDENTE,PORTO ALEGRE,RS,SBPA,13/12/2017,17:33:00,0,1,NÃO
77230,INCIDENTE,LONDRINA,PR,SBLO,15/12/2017,15:27:00,0,1,NÃO
77211,INCIDENTE,CABO FRIO,RJ,SBCB,23/12/2017,13:15:00,0,1,NÃO
77213,INCIDENTE GRAVE,CATUTI,MG,****,23/12/2017,19:30:00,0,1,NÃO
77208,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,26/12/2017,21:00:00,0,1,NÃO
77209,INCIDENTE,SÃO PAULO,SP,SIBH,26/12/2017,14:16:00,0,1,NÃO
77205,INCIDENTE,PORTO SEGURO,BA,****,27/12/2017,16:20:00,0,1,NÃO
77206,INCIDENTE GRAVE,EDÉIA,GO,****,27/12/2017,09:15:00,0,1,NÃO
77203,INCIDENTE,ARAGUAÍNA,TO,SWGN,28/12/2017,06:30:00,0,1,NÃO
77202,INCIDENTE GRAVE,UBATUBA,SP,SDUB,29/12/2017,17:30:00,3,1,SIM
77200,ACIDENTE,DOM PEDRITO,RS,****,30/12/2017,16:45:00,0,1,NÃO
77607,INCIDENTE,PORTO SEGURO,BA,SBPS,03/01/2018,11:36:00,0,1,NÃO
77608,INCIDENTE GRAVE,ARROIO GRANDE,RS,****,03/01/2018,13:51:00,0,1,NÃO
77610,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBGL,04/01/2018,23:38:00,0,1,NÃO
77616,INCIDENTE GRAVE,PORTO SEGURO,BA,****,04/01/2018,20:45:00,0,1,NÃO
77617,INCIDENTE,CAMPO GRANDE,AL,SBCG,04/01/2018,20:44:00,0,1,NÃO
77631,INCIDENTE,BELO HORIZONTE,MG,SBBH,04/01/2018,16:08:00,0,1,NÃO
77614,INCIDENTE,GUARULHOS,SP,SBGR,05/01/2018,03:17:00,0,1,NÃO
77622,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,05/01/2018,19:00:00,0,1,NÃO
77627,INCIDENTE,LONDRINA,PR,SBLO,05/01/2018,16:20:00,0,1,NÃO
77612,ACIDENTE,ITAPEMA,SC,****,06/01/2018,10:30:00,0,1,NÃO
77682,INCIDENTE,BELÉM,AL,SBBE,09/01/2018,23:39:00,0,1,NÃO
77630,ACIDENTE,SÃO LOURENÇO DO SUL,RS,****,10/01/2018,12:00:00,2,1,NÃO
77638,ACIDENTE,DOM PEDRITO,RS,SSFC,10/01/2018,12:00:00,4,1,NÃO
77639,ACIDENTE,DOM PEDRITO,RS,SSFC,10/01/2018,16:20:00,4,1,NÃO
77637,INCIDENTE,BENTO GONÇALVES,RS,****,11/01/2018,11:14:00,0,1,NÃO
77632,INCIDENTE,GUARULHOS,SP,SBGR,12/01/2018,06:00:00,0,1,NÃO
77642,ACIDENTE,LINHARES,ES,****,13/01/2018,17:30:00,0,1,NÃO
77672,ACIDENTE,FORMOSA DO RIO PRETO,BA,SNFS,13/01/2018,10:50:00,0,1,SIM
77636,ACIDENTE,JUNDIAÍ,SP,SBJD,14/01/2018,10:07:00,0,1,NÃO
77640,ACIDENTE,AQUIRAZ,CE,****,15/01/2018,12:43:00,0,1,NÃO
77641,INCIDENTE,VITÓRIA DA CONQUISTA,BA,****,15/01/2018,23:30:00,0,1,NÃO
77643,INCIDENTE,GUARULHOS,SP,SBGR,17/01/2018,09:05:00,0,1,NÃO
77650,ACIDENTE,JUIZ DE FORA,MG,SBJF,18/01/2018,13:30:00,0,1,SIM
77656,INCIDENTE,CAMPO GRANDE,AL,SBCG,18/01/2018,20:28:00,0,1,NÃO
77657,ACIDENTE,ITABELA,BA,****,18/01/2018,11:15:00,0,1,NÃO
77649,ACIDENTE,QUATRO IRMÃOS,RS,****,19/01/2018,17:40:00,2,1,NÃO
77686,ACIDENTE,GARIBALDI,RS,SSGA,19/01/2018,18:35:00,0,1,NÃO
77653,ACIDENTE,VILA VELHA,ES,SIVU,21/01/2018,15:40:00,0,1,SIM
77676,INCIDENTE,BELÉM,AL,SBBE,21/01/2018,16:40:00,0,1,NÃO
78461,INCIDENTE,PORTO ALEGRE,RS,SBPA,21/01/2018,14:03:00,0,1,NÃO
77678,ACIDENTE,RECIFE,PE,****,23/01/2018,09:05:00,9,1,NÃO
77697,ACIDENTE,ITAITUBA,PA,SNMD,23/01/2018,21:00:00,0,1,SIM
77701,INCIDENTE,ANÁPOLIS,GO,SWNS,23/01/2018,19:00:00,0,1,NÃO
77689,INCIDENTE GRAVE,JUARA,MT,****,25/01/2018,12:30:00,0,1,SIM
77663,ACIDENTE,INACIOLÂNDIA,GO,****,26/01/2018,12:20:00,1,1,SIM
77684,ACIDENTE,ARROIO GRANDE,RS,5JTI,26/01/2018,09:00:00,2,1,SIM
77726,ACIDENTE,RIO DE JANEIRO,RJ,****,28/01/2018,11:30:00,4,1,NÃO
77763,INCIDENTE,MONTENEGRO,RS,****,31/01/2018,13:30:00,0,1,NÃO
77666,ACIDENTE,MATA,RS,****,01/02/2018,18:10:00,0,1,NÃO
77704,INCIDENTE,SÃO PAULO,SP,SBMT,01/02/2018,13:50:00,0,1,NÃO
77688,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,03/02/2018,15:00:00,0,1,NÃO
77661,INCIDENTE,VITÓRIA,ES,SBVT,07/02/2018,07:37:00,0,1,NÃO
77670,ACIDENTE,ITAITUBA,PA,****,07/02/2018,15:30:00,2,1,NÃO
77687,ACIDENTE,PROMISSÃO,SP,****,07/02/2018,12:10:00,0,1,NÃO
77675,ACIDENTE,ARROIO GRANDE,RS,****,08/02/2018,15:30:00,2,1,NÃO
77705,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,08/02/2018,18:00:00,0,1,NÃO
77667,ACIDENTE,RIBEIRÃO CASCALHEIRA,MT,****,09/02/2018,14:00:00,1,1,NÃO
77707,INCIDENTE,SÃO PAULO,SP,SBMT,09/02/2018,19:07:00,0,1,NÃO
77690,ACIDENTE,RIO BRANCO,AC,****,11/02/2018,13:30:00,0,1,NÃO
77685,ACIDENTE,ITAPETININGA,SP,****,12/02/2018,21:30:00,1,1,NÃO
77679,ACIDENTE,PASSO FUNDO,RS,****,14/02/2018,17:15:00,0,1,NÃO
77703,INCIDENTE GRAVE,PARAGUAÇU PAULISTA,SP,****,14/02/2018,15:45:00,0,1,NÃO
77698,ACIDENTE,CAMAPUÃ,MS,****,15/02/2018,14:40:00,0,1,NÃO
77680,ACIDENTE,PORTO UNIÃO,SC,****,17/02/2018,18:30:00,0,1,NÃO
77719,INCIDENTE,SÃO PAULO,SP,SBSP,17/02/2018,19:46:00,0,1,NÃO
77660,ACIDENTE,SÃO DESIDÉRIO,BA,****,18/02/2018,19:15:00,2,1,NÃO
77724,ACIDENTE,NOVO HORIZONTE,SC,SDNH,19/02/2018,10:10:00,2,1,SIM
77857,INCIDENTE,LIMA DUARTE,MG,SJXM,20/02/2018,14:00:00,0,1,NÃO
77693,ACIDENTE,TANGARÁ DA SERRA,MT,****,22/02/2018,14:00:00,1,1,NÃO
77695,INCIDENTE GRAVE,BRASÍLIA,DF,SBBR,22/02/2018,11:00:00,2,1,NÃO
77700,ACIDENTE,MANAUS,AM,****,22/02/2018,13:10:00,2,1,NÃO
77718,ACIDENTE,SANTA RITA DO NOVO DESTINO,GO,****,22/02/2018,14:00:00,0,1,NÃO
78181,INCIDENTE,SÃO PAULO,SP,****,22/02/2018,16:30:00,0,1,NÃO
77716,INCIDENTE,MANAUS,AM,SBEG,24/02/2018,21:05:00,0,1,NÃO
77717,ACIDENTE,QUADRA,SP,*****,25/02/2018,14:30:00,1,1,SIM
77694,INCIDENTE GRAVE,SÃO PAULO,SP,SBSP,26/02/2018,22:30:00,0,1,SIM
77699,ACIDENTE,ENTRE-IJUÍS,RS,****,26/02/2018,19:30:00,0,1,NÃO
77691,ACIDENTE,BRASILÂNDIA,MS,****,27/02/2018,12:40:00,0,1,NÃO
77673,INCIDENTE GRAVE,PASSO FUNDO,RS,SBPF,28/02/2018,11:00:00,0,1,SIM
77696,ACIDENTE,ITAITUBA,PA,SNMD,28/02/2018,19:30:00,0,1,SIM
77702,INCIDENTE,GUARULHOS,SP,SBGR,01/03/2018,21:12:00,0,1,NÃO
77710,ACIDENTE,OSÓRIO,RS,****,04/03/2018,14:43:00,0,1,NÃO
77729,INCIDENTE GRAVE,TEÓFILO OTONI,MG,SNTO,04/03/2018,20:40:00,0,1,NÃO
77728,INCIDENTE GRAVE,TANGARÁ DA SERRA,MT,****,06/03/2018,13:00:00,0,1,NÃO
77731,ACIDENTE,AGUDO,RS,****,06/03/2018,21:30:00,1,1,NÃO
77733,ACIDENTE,SÃO DESIDÉRIO,BA,****,07/03/2018,17:10:00,3,1,NÃO
77734,INCIDENTE GRAVE,JOÃO PESSOA,PB,SNJO,07/03/2018,18:00:00,0,1,SIM
77736,INCIDENTE,CAMPINAS,SP,SBKP,07/03/2018,16:50:00,0,1,NÃO
77730,INCIDENTE,NOBRES,MT,SWVZ,08/03/2018,14:30:00,0,1,NÃO
77732,ACIDENTE,JOINVILLE,SC,****,08/03/2018,18:55:00,0,1,NÃO
77856,INCIDENTE,CACOAL,RO,SSKW,09/03/2018,22:40:00,0,1,NÃO
77742,ACIDENTE,URUÇUÍ,PI,****,10/03/2018,13:35:00,1,1,NÃO
77740,INCIDENTE,SÃO PAULO,SP,SBMT,11/03/2018,17:30:00,0,1,NÃO
77741,ACIDENTE,CIANORTE,PR,****,11/03/2018,12:25:00,1,1,NÃO
77747,INCIDENTE,TATUÍ,SP,SDTF,11/03/2018,18:00:00,0,1,NÃO
77743,ACIDENTE,JABOTICABAL,SP,****,13/03/2018,13:00:00,0,1,NÃO
77749,ACIDENTE,MONTES CLAROS,MG,****,14/03/2018,15:30:00,0,1,NÃO
77750,ACIDENTE,CURRALINHO,PA,****,15/03/2018,15:00:00,0,1,NÃO
77751,INCIDENTE,CAMPINAS,SP,SDAM,16/03/2018,15:35:00,0,1,NÃO
77752,ACIDENTE,ORIXIMINÁ,PA,****,16/03/2018,12:40:00,2,1,NÃO
77753,ACIDENTE,AVANHANDAVA,SP,****,16/03/2018,13:00:00,0,1,NÃO
77754,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SDVH,17/03/2018,15:20:00,0,1,SIM
77755,INCIDENTE GRAVE,MARAGOGI,AL,****,18/03/2018,17:15:00,0,1,NÃO
77756,INCIDENTE GRAVE,IGARASSU,PE,SIFC,18/03/2018,18:45:00,0,1,NÃO
77757,INCIDENTE GRAVE,TORRES,RS,SBTR,18/03/2018,20:30:00,0,1,NÃO
77761,INCIDENTE GRAVE,SINOP,MT,SWVR,18/03/2018,12:40:00,0,1,NÃO
77771,ACIDENTE,SETUBINHA,MG,****,18/03/2018,17:00:00,0,1,NÃO
77863,INCIDENTE,SÃO LUÍS,MA,SBSL,18/03/2018,20:44:00,0,1,NÃO
77764,INCIDENTE,SÃO PAULO,SP,SBSP,21/03/2018,20:00:00,0,1,NÃO
77765,INCIDENTE GRAVE,JACAREACANGA,PA,SNKH,21/03/2018,17:00:00,0,1,NÃO
78067,INCIDENTE,SÃO PAULO,SP,****,21/03/2018,22:10:00,0,1,NÃO
77770,ACIDENTE,ARAÇATUBA,SP,****,22/03/2018,18:15:00,1,1,NÃO
77805,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,22/03/2018,03:15:00,0,1,NÃO
77838,INCIDENTE,LIMEIRA DO OESTE,MG,****,22/03/2018,13:00:00,0,1,NÃO
77766,ACIDENTE,CANELA,RS,SSCN,23/03/2018,21:20:00,2,1,SIM
77768,ACIDENTE,NOVA IGUAÇU,RJ,****,23/03/2018,18:30:00,0,1,NÃO
77780,INCIDENTE,FORTALEZA,CE,SBFZ,23/03/2018,02:45:00,0,1,NÃO
77782,INCIDENTE,SALVADOR,BA,SBSV,23/03/2018,19:00:00,0,1,NÃO
77769,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,24/03/2018,16:57:00,0,1,NÃO
77773,ACIDENTE,BRAGANÇA PAULISTA,SP,****,25/03/2018,21:00:00,0,1,NÃO
77775,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,25/03/2018,01:47:00,0,1,NÃO
77774,INCIDENTE,PORTO VELHO,RO,SBPV,27/03/2018,19:54:00,0,1,NÃO
77859,INCIDENTE GRAVE,GOIÂNIA,GO,SWNV,27/03/2018,12:40:00,0,2,NÃO
77778,ACIDENTE,TAILÂNDIA,PA,****,28/03/2018,12:00:00,0,1,NÃO
77779,INCIDENTE,SÃO PAULO,SP,SBSP,28/03/2018,17:50:00,0,1,NÃO
77816,ACIDENTE,AQUIDAUANA,MS,SSGX,28/03/2018,11:45:00,0,1,SIM
77781,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,****,30/03/2018,12:50:00,0,2,NÃO
77787,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBCP,30/03/2018,14:00:00,0,1,NÃO
77785,ACIDENTE,ROSÁRIO,MA,****,01/04/2018,19:00:00,0,1,NÃO
77790,INCIDENTE,ROSÁRIO,MA,****,01/04/2018,20:50:00,0,1,NÃO
